komsat;jns_karantina;komoditas;satuan;harga
bunga berzelia/buah/butir/batang;T;BUNGA BERZELIA;buah/butir/batang;8.000
bunga blue heaven/buah/butir/batang;T;BUNGA BLUE HEAVEN;buah/butir/batang;8.000
bunga bouvardia/buah/butir/batang;T;BUNGA BOUVARDIA;buah/butir/batang;8.000
bunga brassica/buah/butir/batang;T;BUNGA BRASSICA;buah/butir/batang;8.000
bunga bromelia/buah/butir/batang;T;BUNGA BROMELIA;buah/butir/batang;8.000
bunga brunia/buah/butir/batang;T;BUNGA BRUNIA;buah/butir/batang;8.000
bunga bupleurum/buah/butir/batang;T;BUNGA BUPLEURUM;buah/butir/batang;50.000
bunga calla lily/kilogram;T;BUNGA CALLA LILY;kilogram;50.000
bunga calla lily/buah/butir/batang;T;BUNGA CALLA LILY;buah/butir/batang;21.817
bunga campanula/kilogram;T;BUNGA CAMPANULA;kilogram;50.000
bunga campanula/buah/butir/batang;T;BUNGA CAMPANULA;buah/butir/batang;8.000
bunga carthamus/kilogram;T;BUNGA CARTHAMUS;kilogram;50.000
bunga casablanca/buah/butir/batang;T;BUNGA CASABLANCA;buah/butir/batang;31.401
bunga caspea/kilogram;T;BUNGA CASPEA;kilogram;50.000
bunga caspea/buah/butir/batang;T;BUNGA CASPEA;buah/butir/batang;15.420
bunga cassaava/kilogram;T;BUNGA CASSAAVA;kilogram;69.106
bunga celosia/kilogram;T;BUNGA CELOSIA;kilogram;50.000
bunga celosia/buah/butir/batang;T;BUNGA CELOSIA;buah/butir/batang;8.000
bunga ceratopetalum/buah/butir/batang;T;BUNGA CERATOPETALUM;buah/butir/batang;8.000
bunga chamae cyparis/buah/butir/batang;T;BUNGA CHAMAE CYPARIS;buah/butir/batang;8.000
bunga chamelaucium/buah/butir/batang;T;BUNGA CHAMELAUCIUM;buah/butir/batang;8.000
bunga cocor bebek/kilogram;T;BUNGA COCOR BEBEK;kilogram;50.000
bunga cocor bebek/buah/butir/batang;T;BUNGA COCOR BEBEK;buah/butir/batang;8.000
bunga convallaria/buah/butir/batang;T;BUNGA CONVALLARIA;buah/butir/batang;8.000
bunga corylus/buah/butir/batang;T;BUNGA CORYLUS;buah/butir/batang;8.000
bunga cotinus/buah/butir/batang;T;BUNGA COTINUS;buah/butir/batang;8.000
bunga craspedia/buah/butir/batang;T;BUNGA CRASPEDIA;buah/butir/batang;8.000
bunga crotalifera/kilogram;T;BUNGA CROTALIFERA;kilogram;50.000
bunga cupresus/buah/butir/batang;T;BUNGA CUPRESUS;buah/butir/batang;8.000
bunga cymbidium/buah/butir/batang;T;BUNGA CYMBIDIUM;buah/butir/batang;8.000
bunga delphinium/buah/butir/batang;T;BUNGA DELPHINIUM;buah/butir/batang;8.000
bunga elegia/buah/butir/batang;T;BUNGA ELEGIA;buah/butir/batang;8.000
bunga emu bush/buah/butir/batang;T;BUNGA EMU BUSH;buah/butir/batang;8.000
bunga emu grass/kilogram;T;BUNGA EMU GRASS;kilogram;50.000
bunga emu grass/meter kubik;T;BUNGA EMU GRASS;meter kubik;2.368.659
bunga english ivy/buah/butir/batang;T;BUNGA ENGLISH IVY;buah/butir/batang;8.000
bunga erica/buah/butir/batang;T;BUNGA ERICA;buah/butir/batang;8.000
bunga eriostemon/buah/butir/batang;T;BUNGA ERIOSTEMON;buah/butir/batang;8.000
bunga eryngium/buah/butir/batang;T;BUNGA ERYNGIUM;buah/butir/batang;8.000
bunga eucalyptus/kilogram;T;BUNGA EUCALYPTUS;kilogram;100.000
bunga eucalyptus/buah/butir/batang;T;BUNGA EUCALYPTUS;buah/butir/batang;8.000
bunga eucalyptus/gram;T;BUNGA EUCALYPTUS;gram;1
bunga euphorbia/buah/butir/batang;T;BUNGA EUPHORBIA;buah/butir/batang;8.000
bunga eustoma/kilogram;T;BUNGA EUSTOMA;kilogram;50.000
bunga eustoma/buah/butir/batang;T;BUNGA EUSTOMA;buah/butir/batang;8.000
bunga forsythia/buah/butir/batang;T;BUNGA FORSYTHIA;buah/butir/batang;8.000
bunga freesia/buah/butir/batang;T;BUNGA FREESIA;buah/butir/batang;8.000
bunga galax/buah/butir/batang;T;BUNGA GALAX;buah/butir/batang;8.000
bunga galax/kilogram;T;BUNGA GALAX;kilogram;34.377
bunga gerbera/kilogram;T;BUNGA GERBERA;kilogram;50.000
bunga gerbera/buah/butir/batang;T;BUNGA GERBERA;buah/butir/batang;8.000
bunga gladiol/kilogram;T;BUNGA GLADIOL;kilogram;50.000
bunga gladiol/buah/butir/batang;T;BUNGA GLADIOL;buah/butir/batang;8.000
bunga gloriosa/buah/butir/batang;T;BUNGA GLORIOSA;buah/butir/batang;8.000
bunga gypsophilla/kilogram;T;BUNGA GYPSOPHILLA;kilogram;50.000
bunga gypsophilla/buah/butir/batang;T;BUNGA GYPSOPHILLA;buah/butir/batang;8.000
bunga gypsophilla/peti kemas;T;BUNGA GYPSOPHILLA;peti kemas;1
bunga heliconia/buah/butir/batang;T;BUNGA HELICONIA;buah/butir/batang;8.000
bunga hibiscus kering/kilogram;T;BUNGA HIBISCUS KERING;kilogram;50.000
bunga hibiscus kering/ton;T;BUNGA HIBISCUS KERING;ton;50.000.000
bunga hibiscus kering/buah/butir/batang;T;BUNGA HIBISCUS KERING;buah/butir/batang;8.000
bunga hippeastrum/buah/butir/batang;T;BUNGA HIPPEASTRUM;buah/butir/batang;8.000
bunga hookeriana/kilogram;T;BUNGA HOOKERIANA;kilogram;50.000
bunga hyacin/buah/butir/batang;T;BUNGA HYACIN;buah/butir/batang;8.000
bunga hydrangea/kilogram;T;BUNGA HYDRANGEA;kilogram;50.000
bunga hydrangea/buah/butir/batang;T;BUNGA HYDRANGEA;buah/butir/batang;8.000
bunga hypericum/kilogram;T;BUNGA HYPERICUM;kilogram;50.000
bunga hypericum/buah/butir/batang;T;BUNGA HYPERICUM;buah/butir/batang;8.000
bunga ilex/buah/butir/batang;T;BUNGA ILEX;buah/butir/batang;8.000
bunga indowax/buah/butir/batang;T;BUNGA INDOWAX;buah/butir/batang;8.000
bunga iris/buah/butir/batang;T;BUNGA IRIS;buah/butir/batang;8.000
bunga jantan kelapa sawit/botol;T;BUNGA JANTAN KELAPA SAWIT;botol;2.000
bunga jantan kelapa sawit/box;T;BUNGA JANTAN KELAPA SAWIT;box;2.000
bunga jantan kelapa sawit/kilogram;T;BUNGA JANTAN KELAPA SAWIT;kilogram;10.000
bunga kamboja/kilogram;T;BUNGA KAMBOJA;kilogram;66.506
bunga kamboja/buah/butir/batang;T;BUNGA KAMBOJA;buah/butir/batang;8.000
bunga kapas/kilogram;T;BUNGA KAPAS;kilogram;17.449
bunga kering/kilogram;T;BUNGA KERING;kilogram;100.000
bunga kering/buah/butir/batang;T;BUNGA KERING;buah/butir/batang;8.000
bunga kering/gram;T;BUNGA KERING;gram;1
bunga kertas/buah/butir/batang;T;BUNGA KERTAS;buah/butir/batang;205.333
bunga kochia/kilogram;T;BUNGA KOCHIA;kilogram;50.000
bunga kochia/buah/butir/batang;T;BUNGA KOCHIA;buah/butir/batang;8.000
bunga krisan/kilogram;T;BUNGA KRISAN;kilogram;50.000
bunga krisan/buah/butir/batang;T;BUNGA KRISAN;buah/butir/batang;8.000
bunga krisan/box;T;BUNGA KRISAN;box;1
bunga krisan/kilogram;T;BUNGA KRISAN;kilogram per second;50.000
bunga lavender/kilogram;T;BUNGA LAVENDER;kilogram;50.000
bunga lavender/buah/butir/batang;T;BUNGA LAVENDER;buah/butir/batang;8.000
bunga lavendula/buah/butir/batang;T;BUNGA LAVENDULA;buah/butir/batang;8.000
bunga lawang/kilogram;T;BUNGA LAWANG;kilogram;80.000
bunga lawang/kemasan;T;BUNGA LAWANG;kemasan;454.545
bunga lawang/gram;T;BUNGA LAWANG;gram;1
bunga lawang/ton;T;BUNGA LAWANG;ton;80.000.000
bunga leucadendron/buah/butir/batang;T;BUNGA LEUCADENDRON;buah/butir/batang;8.000
bunga leucospermum/kilogram;T;BUNGA LEUCOSPERMUM;kilogram;50.000
bunga leucospermum/buah/butir/batang;T;BUNGA LEUCOSPERMUM;buah/butir/batang;8.000
bunga liatris/buah/butir/batang;T;BUNGA LIATRIS;buah/butir/batang;8.000
bunga lili/kilogram;T;BUNGA LILI;kilogram;50.000
bunga lili/buah/butir/batang;T;BUNGA LILI;buah/butir/batang;8.000
bunga limonium/kilogram;T;BUNGA LIMONIUM;kilogram;50.000
bunga limonium/buah/butir/batang;T;BUNGA LIMONIUM;buah/butir/batang;8.000
bunga lisianthus/buah/butir/batang;T;BUNGA LISIANTHUS;buah/butir/batang;8.000
bunga lysimachia/buah/butir/batang;T;BUNGA LYSIMACHIA;buah/butir/batang;8.000
bunga mace papua/kilogram;T;BUNGA MACE PAPUA;kilogram;313.879
bunga matahari/kilogram;T;BUNGA MATAHARI;kilogram;75.000
bunga matahari/buah/butir/batang;T;BUNGA MATAHARI;buah/butir/batang;8.000
bunga matahari/ton;T;BUNGA MATAHARI;ton;75.000.000
bunga matthiola/kilogram;T;BUNGA MATTHIOLA;kilogram;50.000
bunga matthiola/buah/butir/batang;T;BUNGA MATTHIOLA;buah/butir/batang;8.000
bunga mawar/kilogram;T;BUNGA MAWAR;kilogram;67.924
bunga mawar/buah/butir/batang;T;BUNGA MAWAR;buah/butir/batang;8.000
bunga mawar/carton;T;BUNGA MAWAR;carton;1
bunga melati segar/box;T;BUNGA MELATI SEGAR;box;42.602
bunga melati segar/kilogram;T;BUNGA MELATI SEGAR;kilogram;34.121
bunga narcissus/buah/butir/batang;T;BUNGA NARCISSUS;buah/butir/batang;8.000
bunga nerine/buah/butir/batang;T;BUNGA NERINE;buah/butir/batang;8.000
bunga nigella/buah/butir/batang;T;BUNGA NIGELLA;buah/butir/batang;8.000
bunga nolina/buah/butir/batang;T;BUNGA NOLINA;buah/butir/batang;8.000
bunga onchidium/buah/butir/batang;T;BUNGA ONCHIDIUM;buah/butir/batang;8.000
bunga ornithogalum/buah/butir/batang;T;BUNGA ORNITHOGALUM;buah/butir/batang;8.000
bunga ozothamnus/buah/butir/batang;T;BUNGA OZOTHAMNUS;buah/butir/batang;8.000
bunga padi/buah/butir/batang;T;BUNGA PADI;buah/butir/batang;8.000
bunga padi/kilogram;T;BUNGA PADI;kilogram;20.000
bunga paeomia/buah/butir/batang;T;BUNGA PAEOMIA;buah/butir/batang;8.000
bunga pala/kilogram;T;BUNGA PALA;kilogram;86.613
bunga pala/buah/butir/batang;T;BUNGA PALA;buah/butir/batang;25.000
bunga pala/gram;T;BUNGA PALA;gram;87
bunga paphiopedilum/buah/butir/batang;T;BUNGA PAPHIOPEDILUM;buah/butir/batang;8.000
bunga peach hakea/buah/butir/batang;T;BUNGA PEACH HAKEA;buah/butir/batang;35.120
bunga philo burgendy/buah/butir/batang;T;BUNGA PHILO BURGENDY;buah/butir/batang;20.580
bunga pikok/buah/butir/batang;T;BUNGA PIKOK;buah/butir/batang;1.540
bunga pimelea/buah/butir/batang;T;BUNGA PIMELEA;buah/butir/batang;20.000
bunga pinus/meter kubik;T;BUNGA PINUS;meter kubik;209.067
bunga pinus/buah/butir/batang;T;BUNGA PINUS;buah/butir/batang;8.000
bunga pinus/gram;T;BUNGA PINUS;gram;20
bunga pinus/kemasan;T;BUNGA PINUS;kemasan;1
bunga pinus/kilogram;T;BUNGA PINUS;kilogram;20.000
bunga pittosporum/buah/butir/batang;T;BUNGA PITTOSPORUM;buah/butir/batang;2.000
bunga polygonatum/buah/butir/batang;T;BUNGA POLYGONATUM;buah/butir/batang;184.698
bunga potong kering/buah/butir/batang;T;BUNGA POTONG KERING;buah/butir/batang;8.000
bunga potong kering/box;T;BUNGA POTONG KERING;box;1
bunga potong kering/kilogram;T;BUNGA POTONG KERING;kilogram;17.500
bunga potong segar/kilogram;T;BUNGA POTONG SEGAR;kilogram;46.995
bunga potong segar/buah/butir/batang;T;BUNGA POTONG SEGAR;buah/butir/batang;6.917
bunga protea/buah/butir/batang;T;BUNGA PROTEA;buah/butir/batang;8.000
bunga prunus/buah/butir/batang;T;BUNGA PRUNUS;buah/butir/batang;8.000
bunga ptilotus/kilogram;T;BUNGA PTILOTUS;kilogram;50.000
bunga ptilotus/buah/butir/batang;T;BUNGA PTILOTUS;buah/butir/batang;8.000
bunga pycnosorus/kilogram;T;BUNGA PYCNOSORUS;kilogram;50.000
bunga ranunculus/kilogram;T;BUNGA RANUNCULUS;kilogram;50.000
bunga ranunculus/buah/butir/batang;T;BUNGA RANUNCULUS;buah/butir/batang;8.000
bunga rosmarinus officinalis/buah/butir/batang;T;BUNGA ROSMARINUS OFFICINALIS;buah/butir/batang;5.250
bunga rosmarinus officinalis/ton;T;BUNGA ROSMARINUS OFFICINALIS;ton;13.333.000
bunga rosmarinus officinalis/kilogram;T;BUNGA ROSMARINUS OFFICINALIS;kilogram;13.333
bunga ruscus/buah/butir/batang;T;BUNGA RUSCUS;buah/butir/batang;1.209
bunga ruscus/kilogram;T;BUNGA RUSCUS;kilogram;4.449
bunga salix/pussy willow/kilogram;T;BUNGA SALIX/PUSSY WILLOW;kilogram;50.000
bunga salix/pussy willow/buah/butir/batang;T;BUNGA SALIX/PUSSY WILLOW;buah/butir/batang;8.000
bunga salju/kilogram;T;BUNGA SALJU;kilogram;50.000
bunga salju/buah/butir/batang;T;BUNGA SALJU;buah/butir/batang;8.000
bunga scabiosa/kilogram;T;BUNGA SCABIOSA;kilogram;50.000
bunga scabiosa/buah/butir/batang;T;BUNGA SCABIOSA;buah/butir/batang;8.000
bunga scholtzia/buah/butir/batang;T;BUNGA SCHOLTZIA;buah/butir/batang;8.000
bunga seacrest/buah/butir/batang;T;BUNGA SEACREST;buah/butir/batang;8.000
bunga sedap malam/kilogram;T;BUNGA SEDAP MALAM;kilogram;50.870
bunga sedap malam/buah/butir/batang;T;BUNGA SEDAP MALAM;buah/butir/batang;14.372
bunga serruria/buah/butir/batang;T;BUNGA SERRURIA;buah/butir/batang;8.000
bunga smilax/kilogram;T;BUNGA SMILAX;kilogram;46.871
bunga snapdragon/buah/butir/batang;T;BUNGA SNAPDRAGON;buah/butir/batang;10.000
bunga snowballs/kilogram;T;BUNGA SNOWBALLS;kilogram;50.000
bunga snowballs/buah/butir/batang;T;BUNGA SNOWBALLS;buah/butir/batang;17.550
bunga solidago/buah/butir/batang;T;BUNGA SOLIDAGO;buah/butir/batang;5.250
bunga spray statice/buah/butir/batang;T;BUNGA SPRAY STATICE;buah/butir/batang;8.000
bunga statice/kilogram;T;BUNGA STATICE;kilogram;50.000
bunga statice/buah/butir/batang;T;BUNGA STATICE;buah/butir/batang;8.000
bunga steel grass/buah/butir/batang;T;BUNGA STEEL GRASS;buah/butir/batang;8.000
bunga stenanthemum/buah/butir/batang;T;BUNGA STENANTHEMUM;buah/butir/batang;8.000
bunga symphoricarpos/kilogram;T;BUNGA SYMPHORICARPOS;kilogram;113.600
bunga symphoricarpos/buah/butir/batang;T;BUNGA SYMPHORICARPOS;buah/butir/batang;8.000
bunga syringa/buah/butir/batang;T;BUNGA SYRINGA;buah/butir/batang;8.000
bunga tapak dara/kilogram;T;BUNGA TAPAK DARA;kilogram;71.654
bunga tapak dara/buah/butir/batang;T;BUNGA TAPAK DARA;buah/butir/batang;8.000
bunga tapak dara/gram;T;BUNGA TAPAK DARA;gram;72
bunga tebu/kilogram;T;BUNGA TEBU;kilogram;30.620
bunga templetonia/buah/butir/batang;T;BUNGA TEMPLETONIA;buah/butir/batang;8.000
bunga titree/kilogram;T;BUNGA TITREE;kilogram;50.000
bunga trachelium/buah/butir/batang;T;BUNGA TRACHELIUM;buah/butir/batang;8.000
bunga tulip/kilogram;T;BUNGA TULIP;kilogram;50.000
bunga tulip/buah/butir/batang;T;BUNGA TULIP;buah/butir/batang;8.000
bunga veronica/kilogram;T;BUNGA VERONICA;kilogram;50.000
bunga veronica/buah/butir/batang;T;BUNGA VERONICA;buah/butir/batang;8.000
bunga verticordia/kilogram;T;BUNGA VERTICORDIA;kilogram;50.000
bunga viburnum/buah/butir/batang;T;BUNGA VIBURNUM;buah/butir/batang;8.000
bunga waxflower/buah/butir/batang;T;BUNGA WAXFLOWER;buah/butir/batang;8.000
bunga wheat/kilogram;T;BUNGA WHEAT;kilogram;50.000
bunga wooly bush/buah/butir/batang;T;BUNGA WOOLY BUSH;buah/butir/batang;8.000
bunga xanthorrhoea/buah/butir/batang;T;BUNGA XANTHORRHOEA;buah/butir/batang;8.000
bunga xavier grass/buah/butir/batang;T;BUNGA XAVIER GRASS;buah/butir/batang;8.000
bunga xerophyllum/buah/butir/batang;T;BUNGA XEROPHYLLUM;buah/butir/batang;8.000
bunga zantedeschia/buah/butir/batang;T;BUNGA ZANTEDESCHIA;buah/butir/batang;8.000
bungkil biji kubis/ton;T;BUNGKIL BIJI KUBIS;ton;10.000.000
bungkil biji kubis/kilogram;T;BUNGKIL BIJI KUBIS;kilogram;10.000
bungkil biji teh/bag;T;BUNGKIL BIJI TEH;bag;1
bungkil biji teh/kilogram;T;BUNGKIL BIJI TEH;kilogram;13.043
bungkil jagung/ton;T;BUNGKIL JAGUNG;ton;8.000.000
bungkil jagung/buah/butir/batang;T;BUNGKIL JAGUNG;buah/butir/batang;1
bungkil jagung/bag;T;BUNGKIL JAGUNG;bag;1
bungkil jagung/bulk;T;BUNGKIL JAGUNG;bulk;1
bungkil jagung/gram;T;BUNGKIL JAGUNG;gram;1
bungkil jagung/kilogram;T;BUNGKIL JAGUNG;kilogram of phosphorus pentoxide (phosphoric anhydride);8.000
bungkil jagung/pound;T;BUNGKIL JAGUNG;pound;3.630
bungkil jagung/kilogram;T;BUNGKIL JAGUNG;kilogram;8.000
bungkil kacang tanah/ton;T;BUNGKIL KACANG TANAH;ton;7.000.000
bungkil kacang tanah/buah/butir/batang;T;BUNGKIL KACANG TANAH;buah/butir/batang;18.000
bungkil kacang tanah/bag;T;BUNGKIL KACANG TANAH;bag;1
bungkil kacang tanah/kilogram;T;BUNGKIL KACANG TANAH;kilogram;7.000
bungkil kedelai/ton;T;BUNGKIL KEDELAI;ton;11.500.000
bungkil kedelai/buah/butir/batang;T;BUNGKIL KEDELAI;buah/butir/batang;1
bungkil kedelai/bag;T;BUNGKIL KEDELAI;bag;1
bungkil kedelai/kilogram;T;BUNGKIL KEDELAI;kilogram per second;11.500
bungkil kedelai/kilogram;T;BUNGKIL KEDELAI;kilogram;11.500
bungkil kelapa/meter kubik;T;BUNGKIL KELAPA;meter kubik;1.056.290
bungkil kelapa/ton;T;BUNGKIL KELAPA;ton;2.000.000
bungkil kelapa/buah/butir/batang;T;BUNGKIL KELAPA;buah/butir/batang;1
bungkil kelapa/kilogram;T;BUNGKIL KELAPA;kilogram;2.000
bungkil teah/ton;T;BUNGKIL TEAH;ton;5.000.000
bungkil teah/bag;T;BUNGKIL TEAH;bag;1
bungkil teah/carton;T;BUNGKIL TEAH;carton;1
bungkil teah/kilogram;T;BUNGKIL TEAH;kilogram;5.000
bungkil tongkol jagung/kilogram;T;BUNGKIL TONGKOL JAGUNG;kilogram;2.638
cabe/kilogram;T;CABE;kilogram;50.000
cabe/ton;T;CABE;ton;50.000.000
cabe/bag;T;CABE;bag;1
cabe/carton;T;CABE;carton;1
cabe/meter kubik;T;CABE;meter kubik;50.000.000
cabe giling/kilogram;T;CABE GILING;kilogram;67.360
cabe giling/ton;T;CABE GILING;ton;67.360.000
cabe giling/box;T;CABE GILING;box;150.000
cabe giling/bag;T;CABE GILING;bag;1
cabe giling/gram;T;CABE GILING;gram;67
cabe giling/kilogram;T;CABE GILING;kilogram per second;67.360
cabe jamu/kilogram;T;CABE JAMU;kilogram;111.241
cabe jamu/gram;T;CABE JAMU;gram;111
cabe kering/kilogram;T;CABE KERING;kilogram;55.992
cabe kering/ton;T;CABE KERING;ton;55.992.000
cabe kering/kemasan;T;CABE KERING;kemasan;7.500
cabe kering/bag;T;CABE KERING;bag;1
cabe kering/carton;T;CABE KERING;carton;1
cabe kering/gram;T;CABE KERING;gram;56
cabe kering/kilogram;T;CABE KERING;kilogram of phosphorus pentoxide (phosphoric anhydride);55.992
cabe kering/kilogram;T;CABE KERING;kilogram per second;55.992
cabe keriting/kilogram;T;CABE KERITING;kilogram;55.830
cabe keriting/carton;T;CABE KERITING;carton;916.341
cabe keriting/bag;T;CABE KERITING;bag;1
cabe merah/kilogram;T;CABE MERAH;kilogram;36.052
cabe merah/ton;T;CABE MERAH;ton;36.052.000
cabe rawit/kilogram;T;CABE RAWIT;kilogram;71.478
cabe rawit/carton;T;CABE RAWIT;carton;897.132
cabomba/buah/butir/batang;T;CABOMBA;buah/butir/batang;3.257
caladium/buah/butir/batang;T;CALADIUM;buah/butir/batang;28.212
calathea mawar/kilogram;T;Calathea Mawar;kilogram;83.461
calathea mawar/buah/butir/batang;T;Calathea Mawar;buah/butir/batang;83.461
calathea mawar/kemasan;T;Calathea Mawar;kemasan;1
cardamine lyrata/buah/butir/batang;T;CARDAMINE LYRATA;buah/butir/batang;3.172
caspea/buah/butir/batang;T;CASPEA;buah/butir/batang;3.172
celery/ton;T;CELERY;ton;10.000.000
celery/bag;T;CELERY;bag;1
celery/carton;T;CELERY;carton;1
celery/kilogram;T;CELERY;kilogram per second;10.000
celery/kilogram;T;CELERY;kilogram;10.000
cempedak/buah/butir/batang;T;CEMPEDAK;buah/butir/batang;9.183
cempedak/gram;T;CEMPEDAK;gram;20
cempedak/kilogram;T;CEMPEDAK;kilogram;20.000
cendana/kilogram;T;CENDANA;kilogram;73.595
cendana/meter kubik;T;CENDANA;meter kubik;1.611.619
cendana/bag;T;CENDANA;bag;1
cendana/gram;T;CENDANA;gram;74
cendana/ton;T;CENDANA;ton;73.595.000
cengkeh/kilogram;T;CENGKEH;kilogram;120.000
cengkeh/meter kubik;T;CENGKEH;meter kubik;133.220
cengkeh/buah/butir/batang;T;CENGKEH;buah/butir/batang;95.333
cengkeh/box;T;CENGKEH;box;23.000
cengkeh/bag;T;CENGKEH;bag;1
cengkeh/gram;T;CENGKEH;gram;120
ceratopteris thanlicrodes/buah/butir/batang;T;CERATOPTERIS THANLICRODES;buah/butir/batang;3.051
cerejeira sawn lumber/buah/butir/batang;T;CEREJEIRA SAWN LUMBER;buah/butir/batang;100.000
cesnat/kilogram;T;CESNAT;kilogram;528.265
chaisim/kilogram;T;CHAISIM;kilogram;12.000
chicory/kemasan;T;CHICORY;kemasan;1
chicory/kilogram;T;CHICORY;kilogram;15.000
chives kering/kilogram;T;CHIVES KERING;kilogram;60.000
chives kering/buah/butir/batang;T;CHIVES KERING;buah/butir/batang;5.250
chives kering/bag;T;CHIVES KERING;bag;1
chives kering/box;T;CHIVES KERING;box;1
chives kering/kemasan;T;CHIVES KERING;kemasan;1
chlorophytum/buah/butir/batang;T;CHLOROPHYTUM;buah/butir/batang;3.233
cincau hitam/kilogram;T;CINCAU HITAM;kilogram;36.559
cordilyne/buah/butir/batang;T;CORDILYNE;buah/butir/batang;7.885
crassula helmsii/buah/butir/batang;T;CRASSULA HELMSII;buah/butir/batang;18.152
croton sp/buah/butir/batang;T;CROTON SP;buah/butir/batang;53.668
cryptocorine/buah/butir/batang;T;CRYPTOCORINE;buah/butir/batang;12.445
currant hitam/kilogram;T;CURRANT HITAM;kilogram;90.000
daging kelapa/box;T;Daging Kelapa;box;708.333
daging kelapa/kilogram;T;Daging Kelapa;kilogram;35.000
dall/bag;T;DALL;bag;1
dall/kilogram;T;DALL;kilogram;30.000
damar/kilogram;T;DAMAR;kilogram;40.000
damar/buah/butir/batang;T;DAMAR;buah/butir/batang;25.000
damar/ton;T;DAMAR;ton;40.000.000
damar batu/kilogram;T;DAMAR BATU;kilogram;40.000
damar batu/gram;T;DAMAR BATU;gram;40
damar batu/ton;T;DAMAR BATU;ton;40.000.000
daun ashitaba/kilogram;T;DAUN ASHITABA;kilogram;65.251
daun aspidistra/buah/butir/batang;T;DAUN ASPIDISTRA;buah/butir/batang;2.000
daun basil/kilogram;T;DAUN BASIL;kilogram;69.778
daun basil/ton;T;DAUN BASIL;ton;69.778.000
daun cincau/kilogram;T;DAUN CINCAU;kilogram;33.926
daun jambu biji bubuk/kilogram;T;Daun Jambu Biji Bubuk;kilogram;45.587
daun kari/kilogram;T;DAUN KARI;kilogram;100.000
daun kari/carton;T;DAUN KARI;carton;1
daun kari/ton;T;DAUN KARI;ton;100.000.000
daun kering/kilogram;T;DAUN KERING;kilogram;80.926
daun kering/lembar;T;DAUN KERING;lembar;250.227
daun kering/kemasan;T;DAUN KERING;kemasan;50.000
daun kering/bag;T;DAUN KERING;bag;13.651
daun kering/box;T;DAUN KERING;box;1
daun kering/gram;T;DAUN KERING;gram;81
daun kering kopi/kilogram;T;DAUN KERING KOPI;kilogram;57.058
daun kering kopi/gram;T;DAUN KERING KOPI;gram;1
daun ketapang/bag;T;DAUN KETAPANG;bag;7.852
daun ketapang/buah/butir/batang;T;DAUN KETAPANG;buah/butir/batang;391
daun ketapang/gram;T;DAUN KETAPANG;gram;1
daun ketapang/kilogram;T;DAUN KETAPANG;kilogram;33.991
daun ketapang/kilogram;T;DAUN KETEPENG;kilogram;33.991
daun kukurang/kilogram;T;Daun Kukurang;kilogram;35.000
daun limau/kilogram;T;DAUN LIMAU;kilogram;50.000
daun limau/gram;T;DAUN LIMAU;gram;1
daun manggis bubuk/kilogram;T;DAUN MANGGIS BUBUK;kilogram;35.000
daun manis/kilogram;T;DAUN MANIS;kilogram;10.000
daun melinjo/buah/butir/batang;T;DAUN MELINJO;buah/butir/batang;1.950
daun melinjo/kilogram;T;DAUN MELINJO;kilogram;24.176
daun mengkudu bubuk/kilogram;T;DAUN MENGKUDU BUBUK;kilogram;16.715
daun mint/box;T;DAUN MINT;box;1
daun mint/ton;T;DAUN MINT;ton;34.064.000
daun mint/kilogram;T;DAUN MINT;kilogram;34.064
daun nilam/box;T;DAUN NILAM;box;16.000
daun nilam/gram;T;DAUN NILAM;gram;1
daun nilam/milligram;T;DAUN NILAM;milligram;1
daun nilam/kilogram;T;DAUN NILAM;kilogram;30.000
daun ophiopogon/buah/butir/batang;T;DAUN OPHIOPOGON;buah/butir/batang;6.975
daun pakis/kilogram;T;DAUN PAKIS;kilogram;80.084
daun pakis/buah/butir/batang;T;DAUN PAKIS;buah/butir/batang;1.581
daun perilla/kilogram;T;Daun PERILLA;kilogram;150.000
daun phylodendron/kilogram;T;DAUN PHYLODENDRON;kilogram;163.650
daun phylodendron/box;T;DAUN PHYLODENDRON;box;66.667
daun phylodendron/buah/butir/batang;T;DAUN PHYLODENDRON;buah/butir/batang;31.884
daun ruscus israel/kilogram;T;DAUN RUSCUS ISRAEL;kilogram;101.371
daun ruscus israel/buah/butir/batang;T;DAUN RUSCUS ISRAEL;buah/butir/batang;982
daun salam/gram;T;DAUN SALAM;gram;1
daun salam/ton;T;DAUN SALAM;ton;20.000.000
daun salam/kilogram;T;DAUN SALAM;kilogram;20.000
daun sawit/kemasan;T;DAUN SAWIT;kemasan;42.857
